2838861,1234770,EVT32838860,CPPCC1234769,4332060,Kramer,Robert
2838863,1234772,EVT32838862,CPPCC1234771,4332067,Kramer,Robert
2838865,1234774,EVT32838864,CPPCC1234773,4332074,Kramer,Robert
2838867,1234776,EVT32838866,CPPCC1234775,4332081,Kramer,Robert
2838869,1234778,EVT32838868,CPPCC1234777,4332088,Kramer,Robert
2838871,1234780,EVT32838870,CPPCC1234779,4332095,Kramer,Robert
2838873,1234782,EVT32838872,CPPCC1234781,4332102,Kramer,Robert
2838875,1234784,EVT32838874,CPPCC1234783,4332109,Kramer,Robert
2838877,1234786,EVT32838876,CPPCC1234785,4332116,Kramer,Robert
2838879,1234788,EVT32838878,CPPCC1234787,4332123,Kramer,Robert
2838881,1234790,EVT32838880,CPPCC1234789,4332130,Kramer,Robert
2838883,1234792,EVT32838882,CPPCC1234791,4332137,Kramer,Robert
2838885,1234794,EVT32838884,CPPCC1234793,4332144,Kramer,Robert
2838887,1234796,EVT32838886,CPPCC1234795,4332151,Kramer,Robert
2838889,1234798,EVT32838888,CPPCC1234797,4332158,Kramer,Robert
2838891,1234800,EVT32838890,CPPCC1234799,4332165,Kramer,Robert
2838893,1234802,EVT32838892,CPPCC1234801,4332172,Kramer,Robert
2838895,1234804,EVT32838894,CPPCC1234803,4332179,Kramer,Robert
2838897,1234806,EVT32838896,CPPCC1234805,4332186,Kramer,Robert
2838899,1234808,EVT32838898,CPPCC1234807,4332193,Kramer,Robert
2838901,1234810,EVT32838900,CPPCC1234809,4332200,Kramer,Robert
2838903,1234812,EVT32838902,CPPCC1234811,4332207,Kramer,Robert
2838905,1234814,EVT32838904,CPPCC1234813,4332214,Kramer,Robert
2838907,1234816,EVT32838906,CPPCC1234815,4332221,Kramer,Robert
2838909,1234818,EVT32838908,CPPCC1234817,4332228,Kramer,Robert
2838911,1234820,EVT32838910,CPPCC1234819,4332235,Kramer,Robert
2838913,1234822,EVT32838912,CPPCC1234821,4332242,Kramer,Robert
2838915,1234824,EVT32838914,CPPCC1234823,4332249,Kramer,Robert
2838917,1234826,EVT32838916,CPPCC1234825,4332256,Kramer,Robert
2838919,1234828,EVT32838918,CPPCC1234827,4332263,Kramer,Robert
2838921,1234830,EVT32838920,CPPCC1234829,4332270,Kramer,Robert
2838923,1234832,EVT32838922,CPPCC1234831,4332277,Kramer,Robert
2838925,1234834,EVT32838924,CPPCC1234833,4332284,Kramer,Robert
2838927,1234836,EVT32838926,CPPCC1234835,4332291,Kramer,Robert
2838929,1234838,EVT32838928,CPPCC1234837,4332298,Kramer,Robert
2838931,1234840,EVT32838930,CPPCC1234839,4332305,Kramer,Robert
2838933,1234842,EVT32838932,CPPCC1234841,4332312,Kramer,Robert
2838935,1234844,EVT32838934,CPPCC1234843,4332319,Kramer,Robert
2838937,1234846,EVT32838936,CPPCC1234845,4332326,Kramer,Robert
2838939,1234848,EVT32838938,CPPCC1234847,4332333,Kramer,Robert
2838941,1234850,EVT32838940,CPPCC1234849,4332340,Kramer,Robert
2838943,1234852,EVT32838942,CPPCC1234851,4332347,Kramer,Robert
2838945,1234854,EVT32838944,CPPCC1234853,4332354,Kramer,Robert
2838947,1234856,EVT32838946,CPPCC1234855,4332361,Kramer,Robert
2838949,1234858,EVT32838948,CPPCC1234857,4332368,Kramer,Robert
2838951,1234860,EVT32838950,CPPCC1234859,4332375,Kramer,Robert
2838953,1234862,EVT32838952,CPPCC1234861,4332382,Kramer,Robert
2838955,1234864,EVT32838954,CPPCC1234863,4332389,Kramer,Robert
2838957,1234866,EVT32838956,CPPCC1234865,4332396,Kramer,Robert
2838959,1234868,EVT32838958,CPPCC1234867,4332403,Kramer,Robert
