2277836,848391,CPP32277835,CPP3848387,3008827,OBERNYER_848388,ACHIM_848389
2277882,848468,CPP32277881,CPP3848464,3008978,OBERNYER_848466,ACHIM_848467
2277924,848542,CPP32277923,CPP3848539,3009125,OBERNYER_848540,ACHIM_848541
2277964,848615,CPP32277963,CPP3848611,3009276,OBERNYER_848612,ACHIM_848613
2278008,848691,CPP32278007,CPP3848686,3009426,OBERNYER_848688,ACHIM_848689
2278052,848766,CPP32278051,CPP3848762,3009573,OBERNYER_848763,ACHIM_848764
2278094,848840,CPP32278093,CPP3848837,3009720,OBERNYER_848838,ACHIM_848839
2278136,848914,CPP32278135,CPP3848910,3009867,OBERNYER_848911,ACHIM_848912
2278178,848988,CPP32278177,CPP3848984,3010024,OBERNYER_848985,ACHIM_848987
2278220,849063,CPP32278219,CPP3849058,3010166,OBERNYER_849059,ACHIM_849060
2278262,849137,CPP32278261,CPP3849133,3010320,OBERNYER_849134,ACHIM_849135
2278304,849213,CPP32278303,CPP3849207,3010466,OBERNYER_849209,ACHIM_849210
2278350,849288,CPP32278349,CPP3849285,3010627,OBERNYER_849286,ACHIM_849287
2278394,849365,CPP32278393,CPP3849359,3010775,OBERNYER_849360,ACHIM_849361
2278436,849439,CPP32278435,CPP3849435,3010917,OBERNYER_849436,ACHIM_849437
2278478,849513,CPP32278477,CPP3849509,3011074,OBERNYER_849510,ACHIM_849511
2278522,849589,CPP32278521,CPP3849585,3011219,OBERNYER_849586,ACHIM_849587
2278564,849662,CPP32278563,CPP3849659,3011372,OBERNYER_849660,ACHIM_849661
2278604,849734,CPP32278603,CPP3849731,3011520,OBERNYER_849732,ACHIM_849733
2279200,850370,CPP32279199,CPP3850359,3013595,OBERNYER_850360,ACHIM_850361
