2278544,849626,CPP32278543,CPP3849622,3011292,OBERNYER_849623,ACHIM_849624
2278584,849698,CPP32278583,CPP3849695,3011446,OBERNYER_849696,ACHIM_849697
2278624,849771,CPP32278623,CPP3849767,3011588,OBERNYER_849768,ACHIM_849769
2279340,850519,CPP32279339,CPP3850513,3014087,OBERNYER_850515,ACHIM_850516
2279822,851023,CPP32279821,CPP3851020,3015758,OBERNYER_851021,ACHIM_851022
2276526,845992,CPP32276525,CPP3845989,3004243,OBERNYER_845990,ACHIM_845991
2276560,846058,CPP32276559,CPP3846055,3004361,OBERNYER_846056,ACHIM_846057
2276596,846126,CPP32276595,CPP3846122,3004482,OBERNYER_846123,ACHIM_846124
2276630,846192,CPP32276629,CPP3846189,3004600,OBERNYER_846190,ACHIM_846191
2276662,846258,CPP32276661,CPP3846253,3004718,OBERNYER_846254,ACHIM_846255
2276698,846324,CPP32276697,CPP3846321,3004840,OBERNYER_846322,ACHIM_846323
2276730,846390,CPP32276729,CPP3846385,3004961,OBERNYER_846386,ACHIM_846387
2276768,846458,CPP32276767,CPP3846453,3005077,OBERNYER_846454,ACHIM_846455
2276800,846522,CPP32276799,CPP3846519,3005193,OBERNYER_846520,ACHIM_846521
2276832,846586,CPP32276831,CPP3846583,3005310,OBERNYER_846584,ACHIM_846585
2276866,846652,CPP32276865,CPP3846649,3005432,OBERNYER_846650,ACHIM_846651
2276902,846720,CPP32276901,CPP3846717,3005548,OBERNYER_846718,ACHIM_846719
2276938,846788,CPP32276937,CPP3846785,3005685,OBERNYER_846786,ACHIM_846787
2276972,846856,CPP32276971,CPP3846851,3005804,OBERNYER_846853,ACHIM_846854
2277008,846922,CPP32277007,CPP3846917,3005924,OBERNYER_846918,ACHIM_846919
2277042,846988,CPP32277041,CPP3846985,3006042,OBERNYER_846986,ACHIM_846987
2277074,847053,CPP32277073,CPP3847049,3006165,OBERNYER_847050,ACHIM_847051
2277112,847122,CPP32277111,CPP3847119,3006288,OBERNYER_847120,ACHIM_847121
2277156,847198,CPP32277155,CPP3847195,3006442,OBERNYER_847196,ACHIM_847197
2277198,847273,CPP32277197,CPP3847268,3006589,OBERNYER_847269,ACHIM_847270
2277242,847348,CPP32277241,CPP3847345,3006743,OBERNYER_847346,ACHIM_847347
2277284,847423,CPP32277283,CPP3847418,3006895,OBERNYER_847419,ACHIM_847420
2277328,847499,CPP32277327,CPP3847495,3007041,OBERNYER_847496,ACHIM_847497
2277370,847572,CPP32277369,CPP3847568,3007191,OBERNYER_847570,ACHIM_847571
2277414,847648,CPP32277413,CPP3847645,3007339,OBERNYER_847646,ACHIM_847647
2277454,847720,CPP32277453,CPP3847717,3007491,OBERNYER_847718,ACHIM_847719
2277496,847795,CPP32277495,CPP3847791,3007637,OBERNYER_847792,ACHIM_847793
2277540,847870,CPP32277539,CPP3847866,3007781,OBERNYER_847868,ACHIM_847869
2277582,847945,CPP32277581,CPP3847941,3007938,OBERNYER_847942,ACHIM_847943
2277626,848020,CPP32277625,CPP3848016,3008082,OBERNYER_848018,ACHIM_848019
2277666,848092,CPP32277665,CPP3848089,3008230,OBERNYER_848090,ACHIM_848091
2277708,848167,CPP32277707,CPP3848162,3008369,OBERNYER_848163,ACHIM_848164
2277750,848240,CPP32277749,CPP3848237,3008524,OBERNYER_848238,ACHIM_848239
2277792,848315,CPP32277791,CPP3848311,3008673,OBERNYER_848313,ACHIM_848314
2277836,848391,CPP32277835,CPP3848387,3008827,OBERNYER_848388,ACHIM_848389
2277882,848468,CPP32277881,CPP3848464,3008978,OBERNYER_848466,ACHIM_848467
2277924,848542,CPP32277923,CPP3848539,3009125,OBERNYER_848540,ACHIM_848541
2277964,848615,CPP32277963,CPP3848611,3009276,OBERNYER_848612,ACHIM_848613
2278008,848691,CPP32278007,CPP3848686,3009426,OBERNYER_848688,ACHIM_848689
2278052,848766,CPP32278051,CPP3848762,3009573,OBERNYER_848763,ACHIM_848764
