2277008,846922,CPP32277007,CPP3846917,3005924,OBERNYER_846918,ACHIM_846919
2277042,846988,CPP32277041,CPP3846985,3006042,OBERNYER_846986,ACHIM_846987
2277074,847053,CPP32277073,CPP3847049,3006165,OBERNYER_847050,ACHIM_847051
2277112,847122,CPP32277111,CPP3847119,3006288,OBERNYER_847120,ACHIM_847121
2277156,847198,CPP32277155,CPP3847195,3006442,OBERNYER_847196,ACHIM_847197
2277198,847273,CPP32277197,CPP3847268,3006589,OBERNYER_847269,ACHIM_847270
2277242,847348,CPP32277241,CPP3847345,3006743,OBERNYER_847346,ACHIM_847347
2277284,847423,CPP32277283,CPP3847418,3006895,OBERNYER_847419,ACHIM_847420
2277328,847499,CPP32277327,CPP3847495,3007041,OBERNYER_847496,ACHIM_847497
2277370,847572,CPP32277369,CPP3847568,3007191,OBERNYER_847570,ACHIM_847571
2277414,847648,CPP32277413,CPP3847645,3007339,OBERNYER_847646,ACHIM_847647
2277454,847720,CPP32277453,CPP3847717,3007491,OBERNYER_847718,ACHIM_847719
2277496,847795,CPP32277495,CPP3847791,3007637,OBERNYER_847792,ACHIM_847793
2277540,847870,CPP32277539,CPP3847866,3007781,OBERNYER_847868,ACHIM_847869
2277582,847945,CPP32277581,CPP3847941,3007938,OBERNYER_847942,ACHIM_847943
2277626,848020,CPP32277625,CPP3848016,3008082,OBERNYER_848018,ACHIM_848019
2277666,848092,CPP32277665,CPP3848089,3008230,OBERNYER_848090,ACHIM_848091
2277708,848167,CPP32277707,CPP3848162,3008369,OBERNYER_848163,ACHIM_848164
2277750,848240,CPP32277749,CPP3848237,3008524,OBERNYER_848238,ACHIM_848239
2277792,848315,CPP32277791,CPP3848311,3008673,OBERNYER_848313,ACHIM_848314
