5423,5410,2012002712-5422,2C2-5409,1056,VANDYKE,DANIEL,,"5410,",,,
5429,5416,2012002712-5428,2C2-5415,1056,VANDYKE,DANIEL,,"5416,",,,
5435,5422,2012002712-5434,2C2-5421,1056,VANDYKE,DANIEL,,"5422,",,,
5441,5428,2012002712-5440,2C2-5427,1056,VANDYKE,DANIEL,,"5428,",,,
5447,5434,2012002712-5446,2C2-5433,1056,VANDYKE,DANIEL,,"5434,",,,
5453,5440,2012002712-5452,2C2-5439,1056,VANDYKE,DANIEL,,"5440,",,,
5459,5446,2012002712-5458,2C2-5445,1056,VANDYKE,DANIEL,,"5446,",,,
5465,5452,2012002712-5464,2C2-5451,1056,VANDYKE,DANIEL,,"5452,",,,
5471,5458,2012002712-5470,2C2-5457,1056,VANDYKE,DANIEL,,"5458,",,,
5477,5464,2012002712-5476,2C2-5463,1056,VANDYKE,DANIEL,,"5464,",,,
5483,5470,2012002712-5482,2C2-5469,1056,VANDYKE,DANIEL,,"5470,",,,
5489,5476,2012002712-5488,2C2-5475,1056,VANDYKE,DANIEL,,"5476,",,,
5495,5482,2012002712-5494,2C2-5481,1056,VANDYKE,DANIEL,,"5482,",,,
5501,5488,2012002712-5500,2C2-5487,1056,VANDYKE,DANIEL,,"5488,",,,
5507,5494,2012002712-5506,2C2-5493,1056,VANDYKE,DANIEL,,"5494,",,,
5513,5500,2012002712-5512,2C2-5499,1056,VANDYKE,DANIEL,,"5500,",,,
5519,5506,2012002712-5518,2C2-5505,1056,VANDYKE,DANIEL,,"5506,",,,
5525,5512,2012002712-5524,2C2-5511,1056,VANDYKE,DANIEL,,"5512,",,,
5531,5518,2012002712-5530,2C2-5517,1056,VANDYKE,DANIEL,,"5518,",,,
5537,5524,2012002712-5536,2C2-5523,1056,VANDYKE,DANIEL,,"5524,",,,
