5783,5770,2012002712-5782,2C2-5769,1056,VANDYKE,DANIEL,,"5770,",,,
5789,5776,2012002712-5788,2C2-5775,1056,VANDYKE,DANIEL,,"5776,",,,
5795,5782,2012002712-5794,2C2-5781,1056,VANDYKE,DANIEL,,"5782,",,,
5801,5788,2012002712-5800,2C2-5787,1056,VANDYKE,DANIEL,,"5788,",,,
5807,5794,2012002712-5806,2C2-5793,1056,VANDYKE,DANIEL,,"5794,",,,
5813,5800,2012002712-5812,2C2-5799,1056,VANDYKE,DANIEL,,"5800,",,,
5819,5806,2012002712-5818,2C2-5805,1056,VANDYKE,DANIEL,,"5806,",,,
5825,5812,2012002712-5824,2C2-5811,1056,VANDYKE,DANIEL,,"5812,",,,
5831,5818,2012002712-5830,2C2-5817,1056,VANDYKE,DANIEL,,"5818,",,,
5837,5824,2012002712-5836,2C2-5823,1056,VANDYKE,DANIEL,,"5824,",,,
5843,5830,2012002712-5842,2C2-5829,1056,VANDYKE,DANIEL,,"5830,",,,
5849,5836,2012002712-5848,2C2-5835,1056,VANDYKE,DANIEL,,"5836,",,,
5855,5842,2012002712-5854,2C2-5841,1056,VANDYKE,DANIEL,,"5842,",,,
5861,5848,2012002712-5860,2C2-5847,1056,VANDYKE,DANIEL,,"5848,",,,
5867,5854,2012002712-5866,2C2-5853,1056,VANDYKE,DANIEL,,"5854,",,,
5873,5860,2012002712-5872,2C2-5859,1056,VANDYKE,DANIEL,,"5860,",,,
5879,5866,2012002712-5878,2C2-5865,1056,VANDYKE,DANIEL,,"5866,",,,
5885,5872,2012002712-5884,2C2-5871,1056,VANDYKE,DANIEL,,"5872,",,,
5891,5878,2012002712-5890,2C2-5877,1056,VANDYKE,DANIEL,,"5878,",,,
5897,5884,2012002712-5896,2C2-5883,1056,VANDYKE,DANIEL,,"5884,",,,
5903,5890,2012002712-5902,2C2-5889,1056,VANDYKE,DANIEL,,"5890,",,,
5909,5896,2012002712-5908,2C2-5895,1056,VANDYKE,DANIEL,,"5896,",,,
5915,5902,2012002712-5914,2C2-5901,1056,VANDYKE,DANIEL,,"5902,",,,
5921,5908,2012002712-5920,2C2-5907,1056,VANDYKE,DANIEL,,"5908,",,,
5927,5914,2012002712-5926,2C2-5913,1056,VANDYKE,DANIEL,,"5914,",,,
5933,5920,2012002712-5932,2C2-5919,1056,VANDYKE,DANIEL,,"5920,",,,
5939,5926,2012002712-5938,2C2-5925,1056,VANDYKE,DANIEL,,"5926,",,,
5945,5932,2012002712-5944,2C2-5931,1056,VANDYKE,DANIEL,,"5932,",,,
5951,5938,2012002712-5950,2C2-5937,1056,VANDYKE,DANIEL,,"5938,",,,
5957,5944,2012002712-5956,2C2-5943,1056,VANDYKE,DANIEL,,"5944,",,,
5963,5950,2012002712-5962,2C2-5949,1056,VANDYKE,DANIEL,,"5950,",,,
5969,5956,2012002712-5968,2C2-5955,1056,VANDYKE,DANIEL,,"5956,",,,
5975,5962,2012002712-5974,2C2-5961,1056,VANDYKE,DANIEL,,"5962,",,,
5981,5968,2012002712-5980,2C2-5967,1056,VANDYKE,DANIEL,,"5968,",,,
5987,5974,2012002712-5986,2C2-5973,1056,VANDYKE,DANIEL,,"5974,",,,
5993,5980,2012002712-5992,2C2-5979,1056,VANDYKE,DANIEL,,"5980,",,,
5999,5986,2012002712-5998,2C2-5985,1056,VANDYKE,DANIEL,,"5986,",,,
6005,5992,2012002712-6004,2C2-5991,1056,VANDYKE,DANIEL,,"5992,",,,
6011,5998,2012002712-6010,2C2-5997,1056,VANDYKE,DANIEL,,"5998,",,,
6017,6004,2012002712-6016,2C2-6003,1056,VANDYKE,DANIEL,,"6004,",,,
6023,6010,2012002712-6022,2C2-6009,1056,VANDYKE,DANIEL,,"6010,",,,
6029,6016,2012002712-6028,2C2-6015,1056,VANDYKE,DANIEL,,"6016,",,,
6035,6022,2012002712-6034,2C2-6021,1056,VANDYKE,DANIEL,,"6022,",,,
6041,6028,2012002712-6040,2C2-6027,1056,VANDYKE,DANIEL,,"6028,",,,
6047,6034,2012002712-6046,2C2-6033,1056,VANDYKE,DANIEL,,"6034,",,,
6053,6040,2012002712-6052,2C2-6039,1056,VANDYKE,DANIEL,,"6040,",,,
6059,6046,2012002712-6058,2C2-6045,1056,VANDYKE,DANIEL,,"6046,",,,
6065,6052,2012002712-6064,2C2-6051,1056,VANDYKE,DANIEL,,"6052,",,,
6071,6058,2012002712-6070,2C2-6057,1056,VANDYKE,DANIEL,,"6058,",,,
6077,6064,2012002712-6076,2C2-6063,1056,VANDYKE,DANIEL,,"6064,",,,
