5303,5290,2012002712-5302,2C2-5289,1056,VANDYKE,DANIEL,,"5290,",,,
5309,5296,2012002712-5308,2C2-5295,1056,VANDYKE,DANIEL,,"5296,",,,
5315,5302,2012002712-5314,2C2-5301,1056,VANDYKE,DANIEL,,"5302,",,,
5321,5308,2012002712-5320,2C2-5307,1056,VANDYKE,DANIEL,,"5308,",,,
5327,5314,2012002712-5326,2C2-5313,1056,VANDYKE,DANIEL,,"5314,",,,
5333,5320,2012002712-5332,2C2-5319,1056,VANDYKE,DANIEL,,"5320,",,,
5339,5326,2012002712-5338,2C2-5325,1056,VANDYKE,DANIEL,,"5326,",,,
5345,5332,2012002712-5344,2C2-5331,1056,VANDYKE,DANIEL,,"5332,",,,
5351,5338,2012002712-5350,2C2-5337,1056,VANDYKE,DANIEL,,"5338,",,,
5357,5344,2012002712-5356,2C2-5343,1056,VANDYKE,DANIEL,,"5344,",,,
