5663,5650,2012002712-5662,2C2-5649,1056,VANDYKE,DANIEL,,"5650,",,,
5669,5656,2012002712-5668,2C2-5655,1056,VANDYKE,DANIEL,,"5656,",,,
5675,5662,2012002712-5674,2C2-5661,1056,VANDYKE,DANIEL,,"5662,",,,
5681,5668,2012002712-5680,2C2-5667,1056,VANDYKE,DANIEL,,"5668,",,,
5687,5674,2012002712-5686,2C2-5673,1056,VANDYKE,DANIEL,,"5674,",,,
5693,5680,2012002712-5692,2C2-5679,1056,VANDYKE,DANIEL,,"5680,",,,
5699,5686,2012002712-5698,2C2-5685,1056,VANDYKE,DANIEL,,"5686,",,,
5705,5692,2012002712-5704,2C2-5691,1056,VANDYKE,DANIEL,,"5692,",,,
5711,5698,2012002712-5710,2C2-5697,1056,VANDYKE,DANIEL,,"5698,",,,
5717,5704,2012002712-5716,2C2-5703,1056,VANDYKE,DANIEL,,"5704,",,,
5723,5710,2012002712-5722,2C2-5709,1056,VANDYKE,DANIEL,,"5710,",,,
5729,5716,2012002712-5728,2C2-5715,1056,VANDYKE,DANIEL,,"5716,",,,
5735,5722,2012002712-5734,2C2-5721,1056,VANDYKE,DANIEL,,"5722,",,,
5741,5728,2012002712-5740,2C2-5727,1056,VANDYKE,DANIEL,,"5728,",,,
5747,5734,2012002712-5746,2C2-5733,1056,VANDYKE,DANIEL,,"5734,",,,
5753,5740,2012002712-5752,2C2-5739,1056,VANDYKE,DANIEL,,"5740,",,,
5759,5746,2012002712-5758,2C2-5745,1056,VANDYKE,DANIEL,,"5746,",,,
5765,5752,2012002712-5764,2C2-5751,1056,VANDYKE,DANIEL,,"5752,",,,
5771,5758,2012002712-5770,2C2-5757,1056,VANDYKE,DANIEL,,"5758,",,,
5777,5764,2012002712-5776,2C2-5763,1056,VANDYKE,DANIEL,,"5764,",,,
